O que é ENGENHARIA DE RESERV ATÓRIOS I 3º ANO – 2º SEMESTRE 2025 - 2026 1 Docente?	Prof. Dr. Geraldo A. R. Ramos 1Geraldo Ramos, BSc, MSc, PhD
Resuma: Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 21  Cálculo do factor volume de formação de um gás real: 𝐵𝑔 = 𝑉𝑅 𝑉𝑠𝑐  Os volumes nas condições de reservatório e de superfície (condições-padrão) serão: 𝑉𝑅 = 𝑧𝑛𝑅𝑇 𝑝 𝑒 𝑉𝑠𝑐 = 𝑧𝑠𝑐𝑛𝑅𝑇𝑠𝑐 𝑝𝑠𝑐  Aplicando a definição do factor volume de formação, tem-se: 𝐵𝑔 = 𝑉𝑅 𝑉𝑠𝑐 = 𝑧𝑛𝑅𝑇 𝑝 𝑧𝑠𝑐𝑛𝑅𝑇𝑠𝑐 𝑝𝑠𝑐 = 𝑧𝑇𝑝𝑠𝑐 𝑧𝑠𝑐𝑇𝑠𝑐𝑝  Considerando para as condições de superfície T = 520°R (15,6°C), p = 14,65 psi (1 atm) e zsc = 1, temos: 𝐵𝑔 = 0,02827𝑧𝑇 𝑝 𝑓𝑡3 𝑠𝑐𝑓 , 𝐵𝑔 = 0,005035 𝑧𝑇 𝑝 𝑏𝑏𝑙 𝑠𝑐𝑓 𝑒 𝐵𝑔 = 0,3507 𝑧𝑇 𝑝 𝑚3 𝑆𝑚3  O factor volume de formação do gás pode ser convertido em factor de expansão do gás (o inverso de Bg): 𝐸𝑔 = 1 𝐵𝑔 = 35,37 𝑝 𝑧𝑇 𝑠𝑐𝑓 𝑓𝑡3 , 𝐸𝑔 = 1 𝐵𝑔 = 198,56 𝑝 𝑧𝑇 𝑠𝑐𝑓 𝑏𝑏𝑙 𝑒 𝐸𝑔 = 1 𝐵𝑔 = 2,85144 𝑝 𝑧𝑇 𝑆𝑚3 𝑚3 2.3.2.2.	Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 21  Cálculo do factor volume de formação de um gás real: 𝐵𝑔 = 𝑉𝑅 𝑉𝑠𝑐  Os volumes nas condições de reservatório e de superfície (condições-padrão) serão: 𝑉𝑅 = 𝑧𝑛𝑅𝑇 𝑝 𝑒 𝑉𝑠𝑐 = 𝑧𝑠𝑐𝑛𝑅𝑇𝑠𝑐 𝑝𝑠𝑐  Aplicando a definição do factor volume de formação, tem-se: 𝐵𝑔 = 𝑉𝑅 𝑉𝑠𝑐 = 𝑧𝑛𝑅𝑇 𝑝 𝑧𝑠𝑐𝑛𝑅𝑇𝑠𝑐 𝑝𝑠𝑐 = 𝑧𝑇𝑝𝑠𝑐 𝑧𝑠𝑐𝑇𝑠𝑐𝑝  Considerando para as condições de superfície T = 520°R (15,6°C), p = 14,65 psi (1 atm) e zsc = 1, temos: 𝐵𝑔 = 0,02827𝑧𝑇 𝑝 𝑓𝑡3 𝑠𝑐𝑓 , 𝐵𝑔 = 0,005035 𝑧𝑇 𝑝 𝑏𝑏𝑙 𝑠𝑐𝑓 𝑒 𝐵𝑔 = 0,3507 𝑧𝑇 𝑝 𝑚3 𝑆𝑚3  O factor volume de formação do gás pode ser convertido em factor de expansão do gás (o inverso de Bg): 𝐸𝑔 = 1 𝐵𝑔 = 35,37 𝑝 𝑧𝑇 𝑠𝑐𝑓 𝑓𝑡3 , 𝐸𝑔 = 1 𝐵𝑔 = 198,56 𝑝 𝑧𝑇 𝑠𝑐𝑓 𝑏𝑏𝑙 𝑒 𝐸𝑔 = 1 𝐵𝑔 = 2,85144 𝑝 𝑧𝑇 𝑆𝑚3 𝑚3 2.3.2.2. Factor volume de formação do Gás
O que é ρg?	em lbm/ft3 e Bg é em ft3/Scf, ao passo que na segunda equação , ρg é em kg/m3 e Bg é em m3/Sm3
Resuma: Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 22  A massa específica pode ser também escrita em termo de factor volume de formação e densidade de gás, ou seja: 𝜌𝑔 = 0,0764 𝛾𝑔 𝐵𝑔 𝑒 𝜌𝑔 = 1,224 𝛾𝑔 𝐵𝑔  Na primeira equação, ρg é em lbm/ft3 e Bg é em ft3/Scf, ao passo que na segunda equação , ρg é em kg/m3 e Bg é em m3/Sm3.	Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 22  A massa específica pode ser também escrita em termo de factor volume de formação e densidade de gás, ou seja: 𝜌𝑔 = 0,0764 𝛾𝑔 𝐵𝑔 𝑒 𝜌𝑔 = 1,224 𝛾𝑔 𝐵𝑔  Na primeira equação, ρg é em lbm/ft3 e Bg é em ft3/Scf, ao passo que na segunda equação , ρg é em kg/m3 e Bg é em m3/Sm3. 2.3.2.2. Factor volume de formação do Gás
O que é PhD 23 Viscosidade?	uma medida da resistência ao fluxo exercida pelo atrito interno em um fluido
Resuma: Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 23 Viscosidade é uma medida da resistência ao fluxo exercida pelo atrito interno em um fluido.	Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 23 Viscosidade é uma medida da resistência ao fluxo exercida pelo atrito interno em um fluido. Coeficiente de viscosidade de uma mistura de gases: Onde: µgi = viscosidade do gás i Mi = massa molecular do gás i yi = fração molar do gás i VISCOSIDADE DE ALGUNS GASES A PRESSÃO ATMOSFÉRICA 2.3.2.3. Viscosidade do Gás
O que é ρg?	a massa específica de gás à pressão e temperatura do reservatório (lb/ft3), T a temperatura do reservatório em ◦R, e Ma massa molecular aparente do gás
Resuma: Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 24 Lee, Gonçalez e Eakin (1966): 𝜇𝑔 = 10−4𝑘𝑒 𝑋 𝜌𝑔 62,4 𝑌 Onde: ρg é a massa específica de gás à pressão e temperatura do reservatório (lb/ft3), T a temperatura do reservatório em ◦R, e Ma massa molecular aparente do gás.	Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 24 Lee, Gonçalez e Eakin (1966): 𝜇𝑔 = 10−4𝑘𝑒 𝑋 𝜌𝑔 62,4 𝑌 Onde: ρg é a massa específica de gás à pressão e temperatura do reservatório (lb/ft3), T a temperatura do reservatório em ◦R, e Ma massa molecular aparente do gás. Sutton O método de Lee et al. foi modificado pelo Sutton para levar em consideração os hidrocarbonetos pesados presentes nos reservatórios de condensados e escrito como segue: onde µ é a viscosidade é em cp, M é a massa molecular de gás, T e a temperatura em ◦R, ρg é a massa especifica em lb/ft3, e p é a pressão em psia. 𝜌 = 0,0433𝜌𝛾𝑔 𝑍𝑇 𝜌 = 0,0433𝜌𝛾𝑔 𝑍𝑇 2.3.2.3. Viscosidade do Gás
O que é PhD 25 Sutton Sistema de unidades internacionais (SI) onde a µ viscosidade?	em pa
Resuma: Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 25 Sutton Sistema de unidades internacionais (SI) onde a µ viscosidade é em pa.s, M é a massa molecular de gás, T é a temperatura em ◦K, ρg é a massa específica em g/cm3, e p é a pressão em kpa.	Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 25 Sutton Sistema de unidades internacionais (SI) onde a µ viscosidade é em pa.s, M é a massa molecular de gás, T é a temperatura em ◦K, ρg é a massa específica em g/cm3, e p é a pressão em kpa. Lucas et al. apresentaram igualmente um método para calcular a viscosidade do gás muito usado na indústria petrolífera. onde 2.3.2.3. Viscosidade do Gás
O que é Razão de solubilidade ou simplesmente solubilidade?	o parâmetro que exprime a quantidade de gás presente no líquido
Resuma: Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 26  Razão de solubilidade ou simplesmente solubilidade é o parâmetro que exprime a quantidade de gás presente no líquido.	Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 26  Razão de solubilidade ou simplesmente solubilidade é o parâmetro que exprime a quantidade de gás presente no líquido.  É a relação entre o volume de gás que está dissolvido, expresso em condições padrão, e o volume de óleo que será obtido da mistura também expresso em condições padrão. 2.3.3. Propriedades da Misturas Líquidas de Hidrocarbonetos 2.3.3.1. Razão de Solubilidade Óleo-Gás
Resuma: Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 27 2.3.3.1.	Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 27 2.3.3.1. Razão de Solubilidade Óleo-Gás
Resuma: Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 28 2.3.3.1.	Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 28 2.3.3.1. Razão de Solubilidade Óleo-Gás
Resuma: Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 29 2.3.3.1.	Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 29 2.3.3.1. Razão de Solubilidade Óleo-Gás
O que é também conhecido como factor volume- formação total?	definido como sendo o quociente entre o volume total do fluido existente no reservatório a uma dada condição de pressão e de temperatura e o volume de líquido que seria obtido se esse fluido fosse transportado para as condições-padrão
Resuma: Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 30  O factor volume de formação de duas fases do óleo (Bt), também conhecido como factor volume- formação total é definido como sendo o quociente entre o volume total do fluido existente no reservatório a uma dada condição de pressão e de temperatura e o volume de líquido que seria obtido se esse fluido fosse transportado para as condições-padrão.	Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 30  O factor volume de formação de duas fases do óleo (Bt), também conhecido como factor volume- formação total é definido como sendo o quociente entre o volume total do fluido existente no reservatório a uma dada condição de pressão e de temperatura e o volume de líquido que seria obtido se esse fluido fosse transportado para as condições-padrão. 𝐵𝑡 = 𝑣𝑜𝑙𝑢𝑚𝑒𝑑𝑒 ó𝑙𝑒𝑜+ 𝑔á𝑠 𝑑𝑖𝑠𝑠𝑜𝑙𝑣𝑖𝑑𝑜+ 𝑔á𝑠 𝑙𝑖𝑣𝑟𝑒 @ 𝑝, 𝑇 𝑣𝑜𝑙𝑢𝑚𝑒𝑑𝑒 ó𝑙𝑒𝑜𝑛𝑎𝑠𝑐𝑜𝑛𝑑𝑖çõ𝑒𝑠− 𝑝𝑎𝑑𝑟ã𝑜 Ou seja: 𝐵𝑡 = 𝐵𝑜 + 𝑅𝑠𝑖 − 𝑅𝑠 𝐵𝑔  Onde Rsi e Rs, são respectivamente, as razões de solubilidade na pressão inicial e na pressão p 2.3.3.2. Factor Volume de Formação Bifásica(Óleo-Gás)
Resuma: EXEMPLOS Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 31	EXEMPLOS Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 31
Resuma: Exemplos Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 32 1.	Exemplos Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 32 1. Uma mistura gasosa submetida às condições de pressão e temperatura de 14,7 psia e 200 ◦F, respetivamente. Dadas as informações da tabela, determina a viscosidade da mistura.
O que é volume e temperatura b) Pode ser aplicada tanto a gases ideais como reais c)?	independente da composição do gás d) Permite prever comportamento termodinâmico e) É irrelevante em engenharia de reservatórios 2
Resuma: Consolidação da aula 33 Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 1.	Consolidação da aula 33 Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 1. Sobre a equação de estado dos gases, assinale as correctas: SIM NÃO a) Relaciona pressão, volume e temperatura b) Pode ser aplicada tanto a gases ideais como reais c) É independente da composição do gás d) Permite prever comportamento termodinâmico e) É irrelevante em engenharia de reservatórios 2. Sobre gases ideais: SIM NÃO a) Não apresentam interacções moleculares b) O volume das moléculas é desprezável c) Representam fielmente todos os gases reais d) São mais aplicáveis a baixas pressões e) São um modelo simplificado 3. Sobre gases reais: SIM NÃO a) Apresentam interacções intermoleculares b) Desviam-se do comportamento ideal c) Podem ser descritos por factores de correcção d) Comportam-se como ideais em todas as condições e) São influenciados por pressão e temperatura
O que é iona volumes de reservatório e superfície b) Depende da pressão e temperatura c)?	constante durante a produção d) É essencial para cálculo de reservas e) Não depende do comportamento do gás 5
Resuma: Consolidação da aula 34 Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 4.	Consolidação da aula 34 Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 4. Sobre o factor volume de formação do gás: SIM NÃO a) Relaciona volumes de reservatório e superfície b) Depende da pressão e temperatura c) É constante durante a produção d) É essencial para cálculo de reservas e) Não depende do comportamento do gás 5. Sobre a viscosidade do gás: SIM NÃO a) Mede a resistência ao escoamento b) É geralmente inferior à dos líquidos c) Aumenta com a temperatura d) Não depende da pressão e) Influencia o escoamento no reservatório 6. Sobre a razão de solubilidade óleo-gás: SIM NÃO a) Indica a quantidade de gás dissolvido no óleo b) Depende da pressão c) Aumenta com a redução da pressão d) Influencia o volume do óleo e) É irrelevante na produção
O que é tornar-se bifásico com variação de pressão c) O gás pode libertar-se do óleo d)?	independente da temperatura e) Influencia a produção 8
Resuma: Consolidação da aula 35 Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 7.	Consolidação da aula 35 Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 7. Sobre o comportamento óleo-gás: SIM NÃO a) Pode existir como sistema monofásico b) Pode tornar-se bifásico com variação de pressão c) O gás pode libertar-se do óleo d) É independente da temperatura e) Influencia a produção 8. Sobre o factor volume de formação bifásica: SIM NÃO a) Considera óleo e gás simultaneamente b) Depende da razão de solubilidade c) É constante d) Varia com condições do reservatório e) É usado em modelação 9. Sobre equações de estado para gases reais: SIM NÃO a) Incorporam factores de correcção b) Consideram interacções moleculares c) São mais complexas que as ideais d) Não são usadas em engenharia e) Melhoram a precisão de cálculos
O que são SIM NÃO a)?	essenciais para previsão de produção b) Influenciam o cálculo de reservas c) Não variam com o tempo d) Dependem de pressão e temperatura e) São irrelevantes em sistemas multifásicos
Resuma: Consolidação da aula 36 Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 10.	Consolidação da aula 36 Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 10. Sobre propriedades dos gases em reservatórios: SIM NÃO a) São essenciais para previsão de produção b) Influenciam o cálculo de reservas c) Não variam com o tempo d) Dependem de pressão e temperatura e) São irrelevantes em sistemas multifásicos
Resuma: Tarefa Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 37	Tarefa Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 37
O que é da figura de Standing e Katz sabendo que a pressão e temperatura do reservatório?	de 2
Resuma: Exercícios Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 38 2.	Exercícios Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 38 2. Um poço de gás está produzindo gás natural com a seguinte composição: Componente Fórmula Abreviação yi Dióxido de Carbono CO2 CO2 0,05 Metano CH4 C1 0,90 Etano C2H6 C2 0,03 Propano C3H8 C3 0,02 Assumindo um comportamento de gás real, Determine o factor de compressibilidade do gás (fator z) usando o gráfico da figura de Standing e Katz sabendo que a pressão e temperatura do reservatório é de 2.000 psia e 150 ° F respectivamente. 3. Um gás natural ácido tem uma densidade de 0,75. A análise da composição do gás apresenta 5% de CO2 e 10% de H2S. Calcule a massa específica do gás para a pressão e temperatura de 3.300 psia e 150 ◦F. 1. Calcular a massa do metano contido em um recipiente de 5 ft3 a uma pressão de 700 psia e uma temperatura de 68 ºF.
Resuma: Exercícios Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 39 5.	Exercícios Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 39 5. Calcule o factor volume de formação de um gás natural de densidade 0,64 (ar=1) a uma temperatura de 81 ◦F para os seguintes valores de pressão de 3.500 à 500 psia no intervalo de 500 psia. Faça o gráfico do fator z de compressibilidade de gás e do factor volume de formação em função da pressão. 4. Para a pressao de 2.500 psia e temperatura de reservatorio de 180 ◦F, o factor de compressibilidade do gas natural acido e de 0,85: a) Calcule o fator de volume de formacao e o fator de expansao de gas; b) Quantos pés cúbicos deste gás estão presentes no reservatório com o volume poroso de gas de 1,0 × 109 ft3?
Resuma: Exercícios Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 40 6.	Exercícios Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 40 6. Considere 1 mol-lb de uma mistura gasosa, cuja a composição está indicada na tabela. Determine para essa mistura: 6.1. A massa molecular. 6.2. A densidade. 6.3. O volume molar a 60 ◦F e 14,7 psia. 6.4. A massa específica a 60 ◦F e 14,7 psia. 6.5. A pressão parcial do propano a uma pressão total de 500 psia, admitindo a mistura como ideal. 6.6. O volume parcial do etano (ft3/mol − lb) nas condições de 60 ◦F e 14,7 psia. 6.7. A composição em massa, ou sejam, as frações em massa de cada componente na mistura. 6.8. A temperatura pseudocrítica. 6.9. O factor de compressibilidade a 222,5 ◦F e 500 psia. 6.10. A viscosidade a 222,5 ◦F e 1 atm. 6.11. A viscosidade a 222,5 ◦F e 500 psia.
Resuma: TAREFA 7.	TAREFA 7. Explique o papel das equações de estado na caracterização dos gases de reservatório. 8. Compare gases ideais e gases reais no contexto de reservatórios.. 9. Explique a razão de solubilidade óleo-gás e sua importância.. 10. Analise o comportamento bifásico óleo-gás em reservatórios.. 11. Fundamentar as questões correctas e incorrectas dos exercícios de consolidação. Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 41
Resuma: BIBLIOGRAFIA Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 42 1 - ROSA, A.	BIBLIOGRAFIA Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 42 1 - ROSA, A. J.; CARVALHO, R. D. S.; XAVIER, J. A. D. Engenharia de Reservatórios de Petróleo. 1ª. ed. Rio de Janeiro: Interciência, 2006, 808 p.. 2 - MCCAIN, W. D. The Properties of Petroleum Fluids. 2nd. ed. Tulsa: PennWell Books, 1990. 548 p.. 3 - AHMED, T. H. Reservoir Engineering Handbook. 3rd. ed. Burlington, MA, USA: Gulf Professional Publishing, Elsevier, 2010. 1376 p. 4 - Ramos, G. A. R. (2016). Aplicação de VBA Nos Fundamentos da Engenharia de Petróleos. Mayamba Editora. 5 - Ramos, G. A. R. (2020). Indústria do Gás Natural. Engenharia de Produção do Gás Natural., volume 2. Editora Dois.
Resuma: MUITO OBRIGADA!	MUITO OBRIGADA! 43 Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD
Resuma: Gráfico Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 44	Gráfico Engenharia de Reservatórios Geraldo Ramos, BSc, MSc, PhD 44
O que é ENGENHARIA DE RESERV ATÓRIOS I 3º ANO – 2º SEMESTRE 2025 - 2026 1 Docente?	Prof. Dr. Geraldo A. R. Ramos 1ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD
Resuma: ENGENHARIA DE RESERV ATÓRIOS I 3º ANO – 2º SEMESTRE 2025 - 2026 1 Docente: Prof.	ENGENHARIA DE RESERV ATÓRIOS I 3º ANO – 2º SEMESTRE 2025 - 2026 1 Docente: Prof. Dr. Geraldo A. R. Ramos 1ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD
Resuma: Propriedades das Rochas de Reservatório  3.1.	Propriedades das Rochas de Reservatório  3.1. Objectivo Geral e Objectivos Específicos  3.2. Introdução  3.3. Componentes da rocha;  3.4. Porosidade;  3.5. Compressibilidade;  3.6. Saturação de fluidos;  3.7. Permeabilidade;  3.8. Molhabilidade;  3.9. Capilaridade e pressão capilar;  3.10. Processos de embebição e drenagem;  3.11. Função J de Leverett;  3.12. Contacto de hidrocarbonetos/água  3.13. Consolidação da Aula  3.14. Tarefas 2 ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD
Resuma: 3.1.	3.1. Objectivo Geral e Específicos Injection 3 ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD Objectivo Geral  Analisar as propriedades dos fluidos e da rocha-reservatório, integrando conceitos de porosidade, compressibilidade, saturação, permeabilidade e fenómenos interfaciais, aplicando modelos petrofísicos e relações fundamentais, para o suporte à caracterização e previsão do comportamento dos fluidos em reservatórios de hidrocarbonetos. Objectivos Específicos  Identificar os componentes da rocha-reservatório e as suas implicações nas propriedades petrofísicas.Descrever os diferentes tipos de porosidade e os métodos de sua determinação.Explicar o conceito de compressibilidade de rochas e fluidos, relacionando-o com variações de pressão e volume.Distinguir os tipos de saturação de fluidos presentes no reservatório e sua distribuição nos poros.Caracterizar a permeabilidade absoluta e relativa, avaliando os factores que influenciam o escoamento.Interpretar os fenómenos de capilaridade e pressão capilar em meios porosos.Classificar os sistemas quanto à molhabilidade e sua influência na distribuição de fluidos.Examinar os processos de embebição e drenagem e os seus efeitos no deslocamento de fluidos.Aplicar a função J de Leverett na normalização de dados de pressão capilar.Avaliar a posição e comportamento do contacto hidrocarbonetos/água em reservatórios..
